repo,relpath,size_bytes,sha256,sha1_blob,loc,top_level_symbols
omni,src/omni_anomaly_engine/utils/ancient_math.py,4393,4aa32a03f8129beb19750527e7e878d6eb9a21f1ede4e219c52e4b8c0810598e,cbd8f3e9054cf52bcb209a16e536b87613d2232a,180,def:robust_sqrt;def:vedic_reciprocal;def:vedic_multiply;def:robust_sqrt_vec;def:set_vedic_optimization;def:is_vedic_enabled
omni,src/omni_anomaly_engine/utils/comm.py,6611,3c7751d211a59cd35b37d04de0335819f826f803c4ddbe803ea1ee5bd0988a35,e6d2ebdf572e8f5b8275aee2ab0e9df5ef9ca52d,221,cls:MessagePriority;cls:Message;cls:AsyncMessageQueue;cls:SimplePubSub
omni,src/omni_anomaly_engine/utils/logging_config.py,8863,2823ca0e54d890e2f762687173e014d207e3d3114770ce16b57ce2b50d600954,a430493b0962a33bac3999ea616127fab719d931,326,cls:EthicalAuditFilter;cls:StructuredFormatter;def:setup_logging;def:get_logger;def:log_ethical_audit;def:log_data_stats;def:descriptive_output;def:init_global_logging;def:get_global_logger
omni,src/omni_anomaly_engine/utils/profiling.py,10523,0a7c25d08a5611174b8043b12224d3477fabb001430c6667e1df1a082274d0ed,e5f5b23cf555f48212da50630963455c02a18082,411,def:set_profiling_enabled;def:is_profiling_enabled;def:set_profiling_logger;def:get_profiling_logger;def:profile_func;def:profile_memory;def:profile_time;def:profile_complete;cls:PerformanceBenchmark;def:benchmark_function
omni,src/omni_anomaly_engine/utils/report_generator.py,15572,728adb3ae398e8c0c706424f932946fcbfbac0fbae6aea8f3e2208620dbb1d31,9f06e0f71f6265b5df4beae4c23db8555c99edc2,441,cls:ReportConfig;cls:PlainEnglishReportGenerator;cls:PDFReportGenerator;cls:EmailReportSender;cls:ReportManager
omni,src/omni_anomaly_engine/utils/rng.py,6881,1f694ff08916360f4a74087afdfa571084d442ef8e7b96aa63f0f0a3af6a4341,c04e34dad74cf78b6ce1c39363f35922e848b63c,260,cls:DeterministicRNG;def:get_global_rng;def:set_global_seed;def:reset_global_rng
omni,src/omni_anomaly_engine/utils/validation.py,15197,bdc5181dc7457c5c32d476066f54ee3489d14a8e5a34510983db4ae3e8c735d8,a8328aed064facaa751f6a3c4ea67a0c17894784,535,cls:ValidationResult;def:validate_shape;def:validate_range;def:check_normality;def:detect_outliers;def:validate_data_reliability;def:validate_medical_data;def:validate_security_data;def:validate_energy_data;def:validate_symbolic_equation;def:validate_regression_fit
omni,src/omni_anomaly_engine/visualization/__init__.py,414,290425bc9fac6e7b6dbc13cacaaa5f9607cdc60268fbffbb565eb0953ef79867,7f47de1cc3ce511af44aec2973eda76f892dba12,15,"__all__:LiveVisualizer,VisualizationType,VisualizationConfig,StreamingData"
omni,src/omni_anomaly_engine/visualization/live_visualizer.py,28692,3808ee4dbd2d68e4c432ed02d018ce6248eb10f02e96cbd3745c789cd7579a3e,5bf3945112d09d566ca23fd7289161a3a78130bd,902,cls:VisualizationType;cls:VisualizationConfig;cls:StreamingData;cls:LiveVisualizer
mercury,src/omni_mercury_engine/__init__.py,5449,72145a87c521f5cd41003b572eabb4857e73c4588f5e9b898cfa7acd368e98fd,f7d8581c7f724f0c76a5289b2ab0d00f24d5b821,136,"__all__:AnomalyMathArrest,DetectorException,EngineConfig,FusionException,ModelException,OmniAnomalyException,OmniMercuryEngine"
mercury,src/omni_mercury_engine/_compat.py,5763,fdac85254f865e2ae9c9190fa01b6f7949ede7e2cc989357774ecbbdf2a474d9,0497605d19d84c92603d9fffcf12fd6bb98e68f0,127,
mercury,src/omni_mercury_engine/_env.py,6991,3de8c57f28f974302fbd8872bdcc1b26c6fc555ec83c3ea092e0bced84c57ae1,10dad50d3d7fb0f6d417c65bacb4766bf7519232,180,"__all__:MERCURY_ENV_DEVELOPMENT,MERCURY_ENV_PRODUCTION,MERCURY_ENV_VAR,MercuryProductionConfigError,get_mercury_env,is_production,require_real_component;cls:MercuryProductionConfigError;def:get_mercury_env;def:is_production;def:require_real_component"
mercury,src/omni_mercury_engine/_pqc_gate.py,5027,f286462f2c8bb1236fdc98b32e1413f1537f4d2522739009158998c4eb99c201,ce64ff1bf40160ec3b07628159c010cef738aa03,115,
mercury,src/omni_mercury_engine/agentic/__init__.py,1620,e7f1923b3567e654420af9b6c7610e52782d6ecc2b32df8800cb36aef4c3c3f7,f87639beec818c879ed2ed107cce645f9ffe8b72,59,"__all__:AgentAction,AgentMemory,AgentMode,AgentState,AgenticAutonomy,BayesianConfidenceCalibrator,CalibrationConfig,ContextStats,DomainType,MercuryAgent,MercuryPlanner,MercuryReasoner,PlanResult,ReasoningStep,Task,TaskPriority,create_mercury_agent"
mercury,src/omni_mercury_engine/agentic/agentic_autonomy.py,31598,0acbe72589abd19ef0323669793e1ccf6c40f195726c86c12cfbd30a4f3f3898,8911b0cd8cbd51737d0931b9e84a92d8bc0aa982,857,cls:AgentState;cls:AgentAction;cls:Experience;cls:LearningConfig;cls:PolicyMetrics;cls:AgenticAutonomy
mercury,src/omni_mercury_engine/agentic/bayesian_calibrator.py,13855,eadc0768b9e3e6b4f6dd3064b07f8c42b592d5082174cf6dc28c0969714b5388,7b63911710bae00c47f42c71be3ada005ad3bd0e,406,cls:ContextStats;cls:CalibrationConfig;cls:BayesianConfidenceCalibrator
mercury,src/omni_mercury_engine/agentic/mercury_a_agent.py,35304,167769170471fa7fbe8dcc0579bcd1ed4a1f6338c969586c8f6270268cc711ec,087094122deee2202fbcc788b989ef96e249b13b,1048,cls:AgentMode;cls:TaskPriority;cls:DomainType;cls:MemoryEntry;cls:Task;cls:ReasoningStep;cls:PlanResult;cls:AgentMemory;cls:MercuryReasoner;cls:MercuryPlanner;cls:MercuryAgent;def:create_mercury_agent
mercury,src/omni_mercury_engine/alerting/__init__.py,267,8f09af09db2872c33560a518680c79763f4049de137629602d366026d4d4311a,8d2404d5309112328a4f542d8872ec703b96c426,11,__all__:CAPAlertGenerator
mercury,src/omni_mercury_engine/alerting/cap_generator.py,13969,593b33e65b132494eeca41a5ff7353de4e7bc60e52630f60261aad3d1edd64d0,1c84fff635e20f1bb2711bec98992e2e5f011e95,448,cls:CAPStatus;cls:CAPMsgType;cls:CAPScope;cls:CAPCategory;cls:CAPSeverity;cls:CAPCertainty;cls:CAPUrgency;cls:CAPAlertGenerator
mercury,src/omni_mercury_engine/anomaly/__init__.py,1186,44e06d407d8512d27c8e022d0f94ce363f82d8187287e37aaecfbfe2b928b24c,dbf49993d5718f76b423912a4afcf77af36feec2,27,
mercury,src/omni_mercury_engine/api/__init__.py,1309,b9bbf1f1f54617081c8fadc331a5d7825a9dc3eb8d83674f19ff97ff2a93a353,344de2e50379f49104b723dad9563f14ee495481,45,"__all__:APIKeyAuth,HealthChecker,JWTAuth,Permission,User,add_voice_routes,app,get_health_checker,health_router,require_permission,require_role,voice_router"
mercury,src/omni_mercury_engine/api/auth.py,34549,01afd63150ea0a4cdb251b25340f8c40e13597a75eefe05667490fa9708b34f6,2f7586200e45e669481500b0716b9cf620484ae5,1060,cls:AuthMethod;cls:Permission;cls:User;cls:APIKey;cls:AuthenticationError;cls:AuthorizationError;cls:AuthProvider;cls:APIKeyStore;cls:AuthKeyManager;def:get_api_key_store;def:get_auth_key_manager;cls:APIKeyAuth;cls:JWTAuth;cls:RequestRateLimiter;def:get_rate_limiter;def:require_permission;def:require_role;def:rate_limit_middleware;cls:AuthConfig
mercury,src/omni_mercury_engine/api/health.py,17581,91de8d9d12214dbb5acc7eca82b62c0a59797cd9ab2172da56021df0f6cc922e,ee7273da31560b43d485d7e3ff71339a621be9b7,587,cls:HealthStatus;cls:ComponentStatus;cls:HealthCheck;cls:ComponentHealth;cls:LivenessResponse;cls:ReadinessResponse;cls:DetailedHealthResponse;cls:HealthChecker;def:get_health_checker;def:check_self;def:check_memory;def:check_disk;def:liveness_probe;def:readiness_probe;def:startup_probe;def:detailed_health;def:health_metrics
mercury,src/omni_mercury_engine/api/routes/__init__.py,666,c27a496af79155372a18b8aea1deb8fe213669b3bade5bcd424c77f6dc0fa8cf,b5b4ae86d5c0a69e8f570562e6fcd4e453b1363e,22,"__all__:batch_router,detection_router,export_router,models_router"
mercury,src/omni_mercury_engine/api/routes/batch.py,25900,00b9c005358f7e25c2651695764bc052537b8f36d9ba8bf0cbfbd73e515d1599,80e80b5ce59b2b88c3267fc526a1b6f7c4526a90,814,cls:JobStatus;cls:BatchDetectionMethod;cls:BatchJob;cls:BatchJobStore;def:get_job_store;cls:BatchDetectRequest;cls:BatchJobResponse;cls:BatchJobSubmitResponse;cls:BatchResultsResponse;def:process_batch_job;def:submit_batch_job;def:get_job_status;def:get_job_results;def:cancel_job;def:list_jobs
mercury,src/omni_mercury_engine/api/routes/detection.py,17155,1f6cf69f817a96e6647ad7347da20f5b9d920ccbedf2029507a0359799c99dbc,2b57dc65cb572a054059efa4729e74e4a2d4f2b9,503,cls:NeurosymbolicRequest;cls:FusionRequest;cls:ThreeRRequest;cls:NeurosymbolicResponse;cls:FusionResponse;cls:ThreeRResponse;def:detect_neurosymbolic;def:detect_fusion;def:detect_three_r
mercury,src/omni_mercury_engine/api/routes/export.py,23465,e11dc12ebfb69992db802d4343feaa30f26c7c408dd0760b455c8814fad96d79,68b0ebc9937ecb7c4f093507764ae658ea8c6016,775,cls:ExportFormat;cls:ExportType;cls:ExportStatus;cls:DetectionRecord;cls:AuditLogRecord;cls:ExportJob;cls:DataStore;def:get_data_store;def:record_detection;def:record_audit_log;cls:ExportRequest;cls:ExportJobResponse;cls:ExportSummaryResponse;def:get_export_summary;def:export_detections;def:export_audit_logs;def:export_metrics
mercury,src/omni_mercury_engine/api/routes/models.py,31632,2ddef465af5ac3e570a42a67fd36f44bfae3abbd05bf116117d984d0b1f4d00f,d1e12151451690cb71ed4077ae3edcc30b8d1bbc,1027,cls:ModelType;cls:ModelStatus;cls:ModelFramework;cls:ModelMetrics;cls:ModelVersion;cls:Model;cls:ModelRegistry;def:get_model_registry;cls:ModelCreateRequest;cls:ModelResponse;cls:ModelVersionRequest;cls:ModelVersionResponse;cls:MetricsUpdateRequest;cls:DeploymentRequest;def:register_model;def:list_models;def:get_model;def:delete_model;def:add_version;def:list_versions;def:set_default_version;def:update_metrics;def:update_model_status;def:deploy_model
mercury,src/omni_mercury_engine/api/server.py,43126,8124735dfcca21ab7ba9f3e1f3d437fad0d8b2faea4ca76e393925cfb8418d0f,7b7a7b9eb4406bdb2be0cf31c72b4065d73d4881,1270,cls:PIIMaskingFilter;cls:RateLimitMiddleware;cls:CorrelationIDMiddleware;cls:DetectionMethod;cls:SeverityLevel;cls:UnivariateRequest;cls:MultivariateRequest;cls:HealthResponse;cls:AnomalyPoint;cls:UnivariateResponse;cls:MultivariateResponse;cls:ErrorResponse;def:health_check;def:detect_univariate;def:detect_multivariate;def:custom_openapi;def:run_server
mercury,src/omni_mercury_engine/api/voice.py,18979,3c099fc7a7785736e15837206eca5c462c1ff5b63c0a305e3ff18f3495d591b3,f93cda3869fcf54719a66ca330312801cf7c54d9,609,cls:SpeakRequest;cls:VoiceResponseModel;cls:DetectionNarrationRequest;cls:NarrationResponse;cls:StatusResponse;cls:GreetingResponse;def:speak;def:narrate_detection;def:get_status;def:greet;def:get_history;def:add_voice_routes
mercury,src/omni_mercury_engine/automl/__init__.py,2067,a4c00d9026cf06a91659fec217937ef1b7363129a3a2fde4633c7f5d156fc450,7fd238b1a29790f00bb4f0d516bada73da16cc40,84,"__all__:ASHAScheduler,BayesianOptimizer,CategoricalParameter,ConditionalParameter,GaussianProcessSampler,HyperParameter,HyperbandBracket,HyperbandScheduler,IntUniformParameter,LogUniformParameter,MedianStoppingScheduler,MercuryAutoML,OptimizationResult,RandomSampler,Sampler,SchedulerDecision,SearchSpace,SimpleAnomalyModel,SimpleClassifier,SimpleRegressor,TPESampler,TrialInfo,TrialResult,TrialScheduler,TrialStatus,UniformParameter"
mercury,src/omni_mercury_engine/automl/optimizer.py,36345,4e6e1010e22622bbfd44fd8321ea286e30f53dd5fc6bd119224c5f521e73c95e,52da451d6e1c2fe3b9329053f42bd92a4bf13ecc,1135,cls:TrialStatus;cls:TrialResult;cls:OptimizationResult;cls:Sampler;cls:RandomSampler;cls:TPESampler;cls:GaussianProcessSampler;cls:BayesianOptimizer;cls:MercuryAutoML;cls:SimpleAnomalyModel;cls:SimpleClassifier;cls:SimpleRegressor
mercury,src/omni_mercury_engine/automl/schedulers.py,13399,8f4c09a39a278badd0df3895c783bf37acb9414be864906d59f1cc3611af8d4c,b1ba7f283194ea184fa993922008f41606d70c5c,436,cls:SchedulerDecision;cls:TrialInfo;cls:TrialScheduler;cls:MedianStoppingScheduler;cls:HyperbandScheduler;cls:HyperbandBracket;cls:ASHAScheduler
mercury,src/omni_mercury_engine/automl/search_space.py,9922,90658673fba976e1860d1f4b471ebd553c7736473bcfb3eb0b9dc7a4c5b5069e,866d176e838333cb2948c5a3cccfdc7d372d9c41,324,cls:HyperParameter;cls:UniformParameter;cls:LogUniformParameter;cls:IntUniformParameter;cls:CategoricalParameter;cls:ConditionalParameter;cls:SearchSpace
mercury,src/omni_mercury_engine/biometric/__init__.py,18257,4299f11c2aebb40296e7c39176969ad2f03dd44113700730ab8b44c5814cdbf7,183964a604d08d0ab502c74a5df3f80b66871085,518,"cls:BiometricModality;cls:FusionStrategy;cls:BiometricEnrollment;cls:BiometricVerificationResult;cls:BiometricAnomalyResult;cls:BiometricAnomalyDetector;__all__:AudioPreprocessor,BiometricAnomalyDetector,BiometricAnomalyResult,BiometricEnrollment,BiometricModality,BiometricVerificationResult,EnergyExtractor,FingerprintFeatures,FingerprintLivenessDetector,FingerprintLivenessResult,FingerprintMatchResult,FingerprintMatcher,FingerprintRecognizer,FusionStrategy,GaborEnhancer,GaborFilter,IrisEncoder,IrisFeatures,IrisLivenessDetector,IrisLivenessResult,IrisMatchResult,IrisMatcher,IrisNormalizer,IrisRecognizer,IrisSegmenter,MFCCExtractor,Minutia,MinutiaeExtractor,MinutiaeType,OrientationFieldEstimator,PitchExtractor,RidgeFrequencyEstimator,Singularity,SingularityType,SpeakerEmbedding,VoiceActivityDetector,VoiceFeatures,VoiceLivenessDetector,VoiceLivenessResult,VoiceMatchResult,VoiceMatcher,VoiceRecognizer"
mercury,src/omni_mercury_engine/biometric/fingerprint_recognition.py,35634,cf203e802b245aba33682bb0033de7029afbf50148af26d2d539a86700e7ea02,8659d4178e665b487f18e4a67d9c370278e1e813,1131,cls:MinutiaeType;cls:SingularityType;cls:Minutia;cls:Singularity;cls:FingerprintFeatures;cls:FingerprintMatchResult;cls:FingerprintLivenessResult;cls:OrientationFieldEstimator;cls:RidgeFrequencyEstimator;cls:GaborEnhancer;cls:MinutiaeExtractor;cls:FingerprintMatcher;cls:FingerprintLivenessDetector;cls:FingerprintRecognizer
mercury,src/omni_mercury_engine/biometric/iris_recognition.py,22307,01d1dac3efafc3bc2f889f75aef7d1ff40f7662ccbb44dfb550078f97945cdaf,2c099be5b777dc293d958d95342a472a93f0703d,721,cls:IrisFeatures;cls:IrisMatchResult;cls:LivenessResult;cls:GaborFilter;cls:IrisSegmenter;cls:IrisNormalizer;cls:IrisEncoder;cls:IrisMatcher;cls:IrisLivenessDetector;cls:IrisRecognizer
mercury,src/omni_mercury_engine/biometric/voice_recognition.py,26828,8182d6ef1be549d7a2227b93f758e29a37a8e4c70c1ea8fb9ec19007f4c00cf3,9952e90009356cab171c1ffd60c66d5f0e9cdac6,891,cls:VoiceFeatures;cls:VoiceMatchResult;cls:VoiceLivenessResult;cls:AudioPreprocessor;cls:MFCCExtractor;cls:PitchExtractor;cls:EnergyExtractor;cls:SpeakerEmbedding;cls:VoiceMatcher;cls:VoiceLivenessDetector;cls:VoiceActivityDetector;cls:VoiceRecognizer
mercury,src/omni_mercury_engine/cli.py,39815,c9f47c3c6a21817af73fd67274bc8c3f721f76eb645683d8d226d314816eb078,cc4b8388eec9509460f5f67067067d7575b67e45,1049,def:main;def:detect;def:biometric;def:security;def:train;def:explain;def:physics;def:physics_spectral;def:physics_dynamics;def:physics_uiux;def:physics_integrated;def:physics_list;def:serve;def:voice
mercury,src/omni_mercury_engine/cognitive/__init__.py,7292,524f9f8c4cae26b87ff7376a121b0e058e392af432452a4bae8180cd8d935e57,ead927d0ddde63e7d72ad2813f01aafacd396e34,211,"__all__:MINIMUM_BENEVOLENCE_FLOOR,AbstractionLevel,ActiveInferenceAgent,AgentCoordinator,AnomalyChainOfHindsight,AnomalyChainOfThought,AnomalyHierarchicalPlanner,AnomalyReflexion,AnomalyVerifier,BattlefieldAssessment,BenevolenceScorer,Case,CaseBasedReasoner,CausalDiscoveryEngine,CausalGraph,ChainOfHindsightEngine,ChainOfThoughtEngine,Coalition,CognitiveAnalysisResult,CognitiveOrchestrator,ConsensusProtocol,ConstraintSolver,CreditAssignment,DetectionAgent,DifferentiableLogicEngine,DifferentiableTNorm,EthicalConstraintViolationError,ExperienceMemory,ExplainabilityEngine,ExplanationType,FeedbackProcessor,FormalVerificationEngine,GoalDecomposer,GodelTNorm,HeuristicEvaluator,HierarchicalPlanner,HierarchicalPredictiveCoder,HierarchicalValueFunction,HindsightRelabeler,IPBEngine,Indicator,IndicatorDevelopmentSystem,IntervalBoundPropagator,KnowledgeGraph,KnowledgeNode,LIMEExplainer,LukasiewiczTNorm,MercuryPredictiveCoding,MultiAgentDetectionSystem,MultiHopReasoner,OptionLibrary,PlasticityEngine,PrecisionEstimator,PredictiveCodingDetector,ProductTNorm,ReachabilityAnalyzer,ReasoningChain,ReasoningStrategy,ReflexionEngine,SHAPExplainer,SafetyVerifier,ThoughtGenerator,UncertaintyEstimate,UncertaintyQuantifier"
mercury,src/omni_mercury_engine/cognitive/anomaly_detection_enhanced.py,43330,b41ceac2b3f572ed9b73730803cc6dffe67d4e409e02dd07f82df6f5c69a0983,2ad9b83cc50476d8e672a9fb3982e7bb3588898e,1279,cls:ExternalSourceCategory;cls:PredictionType;cls:ExternalDataPoint;cls:PredictiveResult;cls:ValueExtraction;cls:MemoryKnowledgeGraph;cls:BayesianPredictor;cls:HiddenMarkovPredictor;cls:ExternalDataSource;cls:SimulatedGeologicalSource;cls:SimulatedEnvironmentalSource;cls:USGSEarthquakeSource;cls:NOAAWeatherSource;cls:ExternalDataIntegrator;cls:ValueExtractor;cls:EnhancedAnomalyDetector
mercury,src/omni_mercury_engine/cognitive/autonomous_agent.py,39119,4641fc9d48dc82ed1aef8fe55523ad083e0f53090ea580967c902aa9ec195ec9,f0b147071d9c2d9d8c2b3d9e256b354671da91d0,1272,cls:AgentState;cls:ActionRisk;cls:ApprovalStatus;cls:Observation;cls:Orientation;cls:Decision;cls:ActionResult;cls:Reflection;cls:ApprovalRequest;cls:DiagnosticResult;cls:UserSyncInterface;cls:SelfMaintenance;cls:OODAAgent
mercury,src/omni_mercury_engine/cognitive/benevolence_cache.py,9065,cc7053cc2988b26f8ce335442b7b1e42227b154eb92edb62eb07f5e6582c4981,b141787b7492a8d6a5ea23010167fc38c9b3386b,228,"cls:CachedBenevolenceScorer;__all__:DEFAULT_CACHE_CAPACITY,CachedBenevolenceScorer"
mercury,src/omni_mercury_engine/cognitive/case_based_reasoning.py,20652,299971ae6d77817e419ee24801e4737208e97889efaf0e49a7480395b3fe930c,d4ea8d0ea7bbc961bcf5a371518dd670895a1c47,625,cls:CaseOutcome;cls:SimilarityMetric;cls:Case;cls:RetrievalResult;cls:AdaptationResult;cls:CaseBasedReasoner
mercury,src/omni_mercury_engine/cognitive/causal_discovery.py,50173,6c4c81dc75614887ddc68ccdce32416b4312ef04365df56170865ee1d9cf5047,be78e2f88159467b3ba5c3f302964229bd865ab1,1442,cls:CausalRelationType;cls:InterventionType;cls:CausalEdge;cls:CausalGraph;cls:CausalEffect;cls:CounterfactualResult;cls:PartialCorrelationTest;cls:GrangerCausalityTest;cls:PropensityScoreEstimator;cls:CausalDiscoveryEngine
mercury,src/omni_mercury_engine/cognitive/chain_of_hindsight.py,50933,29c360eedc42600d094a26507b6f7720a45ed7369cd6c46b01832de8cc1e54d9,0e903d6bc150b87a5e721939117d80d6311110e7,1548,cls:FeedbackQuality;cls:SequenceType;cls:RelabelingStrategy;cls:SequenceStep;cls:HistoricalSequence;cls:HindsightRelabeling;cls:LearningSignal;cls:PolicyUpdate;cls:CreditAssignment;cls:HindsightRelabeler;cls:FeedbackProcessor;cls:ChainOfHindsightEngine;cls:AnomalyChainOfHindsight
mercury,src/omni_mercury_engine/cognitive/chain_of_thought.py,56097,99e241cf70aac9b58dc2c200e8670788bb54ba97a3e5daf61dfbbec9ab0aacb9,b8a40ab16c14d8ad44c1826082ce7d90ae2a4e55,1501,cls:ThoughtType;cls:ReasoningStrategy;cls:ConfidenceLevel;cls:Thought;cls:ThoughtChain;cls:SubProblem;cls:ConsistencyResult;cls:ThoughtGenerator;cls:ChainOfThoughtEngine;cls:AnomalyChainOfThought
mercury,src/omni_mercury_engine/cognitive/cognitive_evolution_engine.py,39707,1a3dbf8a95f1d2b25b8c0d47574c4fc6583e851eb1bec3b154ba29475dda6387,f2cae8051f2a33abe1d9337ee5073153b3111529,1329,cls:AgentRole;cls:MutationType;cls:ReasoningStep;cls:SimulationAgent;cls:SimulationResult;cls:Rule;cls:MutationResult;cls:ThoughtChain;cls:Counterfactual;cls:IntentInference;cls:ExplorationResult;cls:SelfPlaySimulator;cls:RuleMutator;cls:ChainOfThoughtReasoner;cls:CounterfactualSimulator;cls:TheoryOfMind;cls:CuriosityEngine;cls:CognitiveEvolutionEngine
mercury,src/omni_mercury_engine/cognitive/differentiable_logic.py,32429,5628dbbe200f174d908fb17363fdc6419bd25ec6f1592bb514299c4684e82349,ee0c51c5adabd61846ad32e063992ff902e396d0,988,cls:PredicateType;cls:LogicalConnective;cls:Predicate;cls:LogicalAtom;cls:DifferentiableRule;cls:InferenceResult;cls:DifferentiableTNorm;cls:ProductTNorm;cls:LukasiewiczTNorm;cls:GodelTNorm;cls:DifferentiableLogicEngine
mercury,src/omni_mercury_engine/cognitive/ethical_bounding.py,39363,f8f28647654b8b755c407def0e79747e781386541754c9e3489b8f2c4945f981,811cf7e1c0d688abd7266a5a905cbe73663689f3,1149,def:sanitize_domain;cls:EthicalConstraintViolationError;cls:EthicalPrinciple;cls:HarmCategory;cls:BenefitCategory;cls:EthicalScore;cls:EmpathyAssessment;cls:ValuePreservation;cls:AlignmentAudit;cls:HarmReducer;cls:BenefitMaximizer;cls:EquityCalculator;cls:EmpathyModule;cls:ValuePreserver;cls:BenevolenceScorer
mercury,src/omni_mercury_engine/cognitive/explainability.py,34937,e2dace98cb7affbd957a41058a8908bae03092fef7b34f590af6095f3b4ba801,6359f66dd3373b09b2c36d1e3f211a85a50d9719,1033,cls:ExplanationType;cls:FaithfulnessMetric;cls:FeatureImportance;cls:Explanation;cls:BaseExplainer;cls:SHAPExplainer;cls:LIMEExplainer;cls:IntegratedGradientsExplainer;cls:CounterfactualExplainer;cls:FaithfulnessEvaluator;cls:ExplainabilityEngine
mercury,src/omni_mercury_engine/cognitive/formal_verification.py,51563,335b959701258248f9b12acc4004a5d44ea908639310820fc1df54d9ace8293e,060ede5dd657764820ab29f3b69949b8cbfcc332,1589,cls:PropertyType;cls:VerificationResult;cls:TemporalOperator;cls:ConstraintType;cls:FormalProperty;cls:Constraint;cls:VerificationReport;cls:SafetyBound;cls:InvariantCondition;cls:ConstraintSolver;cls:SafetyVerifier;cls:ReachabilityAnalyzer;cls:IntervalBoundPropagator;cls:FormalVerificationEngine;cls:AnomalyVerifier
mercury,src/omni_mercury_engine/cognitive/hierarchical_planning.py,48028,bdd98fb62795195ca19a892da085d8eb2dbde5b34b29f3859e1b9b49c8259938,94a4a60c0412a0509b6bd77a17d889dc380d1e8b,1489,cls:GoalStatus;cls:PlannerType;cls:AbstractionLevel;cls:Goal;cls:Option;cls:Subgoal;cls:PlanNode;cls:HierarchicalPlan;cls:PlanExecutionState;cls:HierarchicalValueFunction;cls:GoalDecomposer;cls:OptionLibrary;cls:HierarchicalPlanner;cls:AnomalyHierarchicalPlanner
mercury,src/omni_mercury_engine/cognitive/indicator_system.py,22604,f414588e8c17b12adb7673e8cbd0efd5c65615f38dadd3ea4d0c2d0d1f2fb070,a268cb7c8e45bda92db10cdd1c17c57765a63061,684,cls:IndicatorType;cls:IndicatorStatus;cls:WarningLevel;cls:Indicator;cls:Warning;cls:IntelligenceRequirement;cls:IndicatorDevelopmentSystem
mercury,src/omni_mercury_engine/cognitive/ipb_engine.py,27413,72b6aa3ad89a013157c8928bb13e4921a1f3e2772c979668c7494b6fb4d11ddd,a4ddb8eb8bfc0fdf7cf73f7cf95ed0ba402f0a28,819,cls:EnvironmentDomain;cls:ThreatCategory;cls:CourseOfAction;cls:EnvironmentDefinition;cls:EnvironmentEffect;cls:ThreatCapability;cls:ThreatCOA;cls:BattlefieldAssessment;cls:IPBEngine
mercury,src/omni_mercury_engine/cognitive/knowledge_graph.py,72469,9ac71348cee898240846edd60be83fdf1e25ef94b56037a0d5942f85eeca353d,70cec9393c42feb8a6b429eab2d239a7474c6b42,2109,cls:NodeType;cls:OntologyClassType;cls:PropertyType;cls:DataType;cls:EdgeType;cls:KnowledgeNode;cls:KnowledgeEdge;cls:TraversalResult;cls:OntologyClass;cls:OntologyProperty;cls:Ontology;cls:RandomWalkEmbedding;cls:GNNMessagePassing;cls:LinkPredictor;cls:KnowledgeGraph
mercury,src/omni_mercury_engine/cognitive/multi_agent_coordination.py,42745,ec58e629bdccfdbb56a28492824b72a1fc9e0254a0ff59ce26caaa68abb312b2,04e0bb547fe72ed5c2fae9f8d808e5cd5af2aa3c,1293,cls:AgentRole;cls:AgentStatus;cls:MessageType;cls:ConsensusMethod;cls:CoordinationStrategy;cls:Message;cls:AgentCapability;cls:DetectionResult;cls:ConsensusResult;cls:Coalition;cls:DetectionAgent;cls:SimpleDetectionAgent;cls:ConsensusProtocol;cls:AgentCoordinator;cls:MultiAgentDetectionSystem
mercury,src/omni_mercury_engine/cognitive/multi_hop_reasoner.py,24616,ab40ef3a1b054b5abc2de8d8190a86676bdabbd8fdd09e4706877964f42c2701,01ddb727e1342e19a7fc03c26e62b6eb8c1c08bb,718,cls:ReasoningType;cls:InferenceStatus;cls:Proposition;cls:InferenceRule;cls:ReasoningStep;cls:ReasoningChain;cls:MultiHopReasoner
mercury,src/omni_mercury_engine/cognitive/neural_memory_layer.py,33606,7d3c09cc56f907efbea0e0b193133a0d8fb43bdeaa2fd05abdbab465500ae30d,0ee294fde7224f4c8d6790a8e1d3a1ff06553f4e,940,cls:MemoryType;cls:PatternType;cls:MemoryEmbedding;cls:DetectedPattern;cls:AnomalyPrediction;cls:MemoryVectorizer;cls:KMeansClusterer;cls:PatternDetector;cls:AnomalyPredictor;cls:NeuralMemoryLayer
mercury,src/omni_mercury_engine/cognitive/neurosymbolic_fusion.py,30858,a432a4f2a9ccbbd97e57739f2e75ac76edde622a9b31329d1a3f2569262720f0,39c33061bed3bc91ff328485cc04aa04ea0fe2d9,860,cls:FusionStrategy;cls:AnomalyCategory;cls:HybridAnomalyScore;cls:FusionResult;cls:AttentionMechanism;cls:GatedFusion;cls:NeurosymbolicFusionEngine
mercury,src/omni_mercury_engine/cognitive/orchestrator.py,31138,4c7312a9e0102834479aabb37466ee17f4136a5a7296d473f96a03e365fcb946,ef483a366776662ebd9f7cbf1845064da23ab691,780,cls:CognitiveAnalysisResult;cls:CognitiveOrchestrator
